"wave","question_id","harmonized_name","section","stem_text","item_text","response_scale","notes"
"w5","Q61D","bribe_police","Corruption experience","In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favour to government officials in order to:","Avoid a problem with the police?","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No experience; 9=Don't know","Verbatim from Ethiopia R5 questionnaire (standard wording)"
"w6","Q55J","bribe_police","Corruption experience","How often, if ever, did you have to pay a bribe, give a gift, or do a favour for a police officer in order to avoid a problem during one of these encounters?","","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No contact; 9=Don't know","Verbatim from Mozambique R6 questionnaire (standard R6+ wording)"
"w7","Q49T","bribe_police","Corruption experience","How often, if ever, did you have to pay a bribe, give a gift, or do a favour for a police officer in order to avoid a problem during one of these encounters?","","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No contact; 9=Don't know","Verbatim from Tunisia R7 questionnaire (standard R6+ wording)"
"w8","Q44N","bribe_police","Corruption experience","How often, if ever, did you have to pay a bribe, give a gift, or do a favour for a police officer in order to avoid a problem during one of these encounters?","","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No contact; 9=Don't know","Verbatim from Zimbabwe R8 questionnaire (standard R6+ wording)"
"w9","Q43E","bribe_police","Corruption experience","How often, if ever, did you have to pay a bribe, give a gift, or do a favour for a police officer in order to avoid a problem during one of these encounters?","","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No contact; 8=Refused; 9=Don't know; -1=Missing","Verbatim from Ethiopia R9 questionnaire Q43E"
"w1","","bribe_school","Corruption experience","","","0=Never; 1=Once or twice; 2=A few times; 3=Often","Not included in this wave"
"w2","q59b","bribe_school","Corruption experience","In the past year, have you or anyone in your family had to pay money to government officials (besides paying rates or taxes), give them a gift, or do them a Favour, in order to get the following?","B. A place in primary school for a child","1=No; 2=Once or twice; 3=A few times; 4=Often; 5=Don't know","Verbatim from Zimbabwe R2 questionnaire Q44B. R2 item wording differs from later rounds"
"w3","q57b","bribe_school","Corruption experience","In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favour to government officials in order to:","B. Get a child into school?","0=Never; 1=Once or twice; 2=A few times; 3=Often; 9=Don't know","Verbatim from Botswana R3 questionnaire Q57B"
"w4","","bribe_school","Corruption experience","","","0=Never; 1=Once or twice; 2=A few times; 3=Often","Not included in this wave"
"w5","Q61E","bribe_school","Corruption experience","In the past year, how often (if ever) have you had to pay a bribe, give a gift, or do a favour to government officials in order to:","Get a place in primary school for a child?","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No experience; 9=Don't know","Verbatim from Ethiopia R5 questionnaire (standard wording)"
"w6","Q55B","bribe_school","Corruption experience","How often, if ever, did you have to pay a bribe, give a gift, or do a favour for a teacher or school official in order to get the services you needed from the schools?","","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No contact; 9=Don't know","Verbatim from Mozambique R6 questionnaire (standard R6+ wording)"
"w7","Q49C","bribe_school","Corruption experience","How often, if ever, did you have to pay a bribe, give a gift, or do a favour for a teacher or school official in order to get the services you needed from the schools?","","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No contact; 9=Don't know","Verbatim from Tunisia R7 questionnaire (standard R6+ wording)"
"w8","Q44C","bribe_school","Corruption experience","How often, if ever, did you have to pay a bribe, give a gift, or do a favour for a teacher or school official in order to get the services you needed from the schools?","","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No contact; 9=Don't know","Verbatim from Zimbabwe R8 questionnaire (standard R6+ wording)"
"w9","Q40C","bribe_school","Corruption experience","How often, if ever, did you have to pay a bribe, give a gift, or do a favour for a teacher or school official in order to get the services you needed from the schools?","","0=Never; 1=Once or twice; 2=A few times; 3=Often; 7=No contact; 8=Refused; 9=Don't know; -1=Missing","Verbatim from Ethiopia R9 questionnaire Q40C"
"w1","","corruption_level","Corruption","","","1=Increased a lot; 2=Increased somewhat; 3=Stayed the same; 4=Decreased somewhat; 5=Decreased a lot","Not included in this wave"
"w2","","corruption_level","Corruption","","","1=Increased a lot; 2=Increased somewhat; 3=Stayed the same; 4=Decreased somewhat; 5=Decreased a lot","Not included in this wave"
"w3","","corruption_level","Corruption","","","1=Increased a lot; 2=Increased somewhat; 3=Stayed the same; 4=Decreased somewhat; 5=Decreased a lot","Not included in this wave"
"w4","","corruption_level","Corruption","","","1=Increased a lot; 2=Increased somewhat; 3=Stayed the same; 4=Decreased somewhat; 5=Decreased a lot","Not included in this wave"
"w5","","corruption_level","Corruption","","","1=Increased a lot; 2=Increased somewhat; 3=Stayed the same; 4=Decreased somewhat; 5=Decreased a lot","Not included in this wave"
"w6","","corruption_level","Corruption","","","1=Increased a lot; 2=Increased somewhat; 3=Stayed the same; 4=Decreased somewhat; 5=Decreased a lot","Not included in this wave"
"w7","","corruption_level","Corruption","","","1=Increased a lot; 2=Increased somewhat; 3=Stayed the same; 4=Decreased somewhat; 5=Decreased a lot","Not included in this wave"
"w8","Q43A","corruption_level","Corruption","","In your opinion, over the past year, has the level of corruption in this country increased, decreased, or stayed the same?","1=Increased a lot; 2=Increased somewhat; 3=Stayed the same; 4=Decreased somewhat; 5=Decreased a lot; 9=Don't know","Verbatim from Zimbabwe R8 questionnaire (standard wording)"
"w9","Q39A","corruption_level","Corruption","","In your opinion, over the past year, has the level of corruption in this country increased, decreased, or stayed the same?","1=Increased a lot; 2=Increased somewhat; 3=Stayed the same; 4=Decreased somewhat; 5=Decreased a lot; 9=Don't know","Verbatim from Ethiopia R9 questionnaire Q39A"
"w1","","dem_best_system","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w2","","dem_best_system","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w3","","dem_best_system","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w4","","dem_best_system","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w5","","dem_best_system","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w6","","dem_best_system","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w7","","dem_best_system","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w8","","dem_best_system","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w9","","dem_best_system","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w1","","dem_how_democratic_10pt","Democratic attitudes","","","","Not included in Afrobarometer (no 10-point scale version)"
"w2","","dem_how_democratic_10pt","Democratic attitudes","","","","Not included in Afrobarometer (no 10-point scale version)"
"w3","","dem_how_democratic_10pt","Democratic attitudes","","","","Not included in Afrobarometer (no 10-point scale version)"
"w4","","dem_how_democratic_10pt","Democratic attitudes","","","","Not included in Afrobarometer (no 10-point scale version)"
"w5","","dem_how_democratic_10pt","Democratic attitudes","","","","Not included in Afrobarometer (no 10-point scale version)"
"w6","","dem_how_democratic_10pt","Democratic attitudes","","","","Not included in Afrobarometer (no 10-point scale version)"
"w7","","dem_how_democratic_10pt","Democratic attitudes","","","","Not included in Afrobarometer (no 10-point scale version)"
"w8","","dem_how_democratic_10pt","Democratic attitudes","","","","Not included in Afrobarometer (no 10-point scale version)"
"w9","","dem_how_democratic_10pt","Democratic attitudes","","","","Not included in Afrobarometer (no 10-point scale version)"
"w1","","dem_how_democratic_qual","Democratic attitudes","","","1=Not a democracy; 2=A democracy with major problems; 3=A democracy with minor problems; 4=A full democracy","Not included in this wave"
"w2","q37","dem_how_democratic_qual","Democratic attitudes","","In your opinion how much of a democracy is [country] today?","1=Not a democracy; 2=A democracy with major problems; 3=A democracy with minor problems; 4=A full democracy; 8=Do not understand question; 9=Don't know","Verbatim from Zimbabwe R2 questionnaire Q26. Instruction: Always state the word ""democracy"" in English, in a local language. This instruction also applies to questions 28, 29 and 30."
"w3","q46","dem_how_democratic_qual","Democratic attitudes","","In your opinion how much of a democracy is [country] today?","1=Not a democracy; 2=A democracy with major problems; 3=A democracy with minor problems; 4=A full democracy; 8=Do not understand question; 9=Don't know","Verbatim from Botswana R3 questionnaire Q46"
"w4","Q42A","dem_how_democratic_qual","Democratic attitudes","","In your opinion how much of a democracy is [country] today?","1=Not a democracy; 2=A democracy with major problems; 3=A democracy with minor problems; 4=A full democracy; 8=Do not understand question; 9=Don't know","Verbatim from Zimbabwe R4 questionnaire Q42A"
"w5","Q42","dem_how_democratic_qual","Democratic attitudes","","In your opinion, how much of a democracy is [country] today?","1=Not a democracy; 2=A democracy with major problems; 3=A democracy with minor problems; 4=A full democracy; 8=Do not understand question; 9=Don't know","Verbatim from Ethiopia R5 questionnaire (standard wording)"
"w6","Q40","dem_how_democratic_qual","Democratic attitudes","","In your opinion, how much of a democracy is [country] today?","1=Not a democracy; 2=A democracy with major problems; 3=A democracy with minor problems; 4=A full democracy; 8=Do not understand question; 9=Don't know","Verbatim from Mozambique R6 questionnaire (standard wording)"
"w7","Q35","dem_how_democratic_qual","Democratic attitudes","","In your opinion, how much of a democracy is [country] today?","1=Not a democracy; 2=A democracy with major problems; 3=A democracy with minor problems; 4=A full democracy; 8=Do not understand question; 9=Don't know","Verbatim from Tunisia R7 questionnaire (standard wording)"
"w8","Q36","dem_how_democratic_qual","Democratic attitudes","","In your opinion, how much of a democracy is [country] today?","1=Not a democracy; 2=A democracy with major problems; 3=A democracy with minor problems; 4=A full democracy; 8=Do not understand question; 9=Don't know","Verbatim from Zimbabwe R8 questionnaire (standard wording)"
"w9","Q30","dem_how_democratic_qual","Democratic attitudes","","In your opinion, how much of a democracy is [country] today?","1=Not a democracy; 2=A democracy with major problems; 3=A democracy with minor problems; 4=A full democracy; 8=Do not understand question/Do not understand what 'democracy' is; 9=Don't know","Verbatim from Ethiopia R9 questionnaire Q30"
"w1","","dem_military_support","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w2","","dem_military_support","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w3","","dem_military_support","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w4","","dem_military_support","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w5","","dem_military_support","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w6","","dem_military_support","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w7","","dem_military_support","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w8","","dem_military_support","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w9","","dem_military_support","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w1","","dem_nondem_ok","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w2","","dem_nondem_ok","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w3","","dem_nondem_ok","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w4","","dem_nondem_ok","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w5","","dem_nondem_ok","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w6","","dem_nondem_ok","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w7","","dem_nondem_ok","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w8","","dem_nondem_ok","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w9","","dem_nondem_ok","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w1","","dem_satisfaction","Democratic attitudes","","Overall, how satisfied are you with the way democracy works in [country]?","1=Not at all satisfied; 2=Not very satisfied; 3=Fairly satisfied; 4=Very satisfied","Not included in this wave. R1 uses a 5-point satisfaction scale (Q49 in Malawi codebook) incompatible with R2-R9 4-point scale; excluded from harmonization"
"w2","q40","dem_satisfaction","Democratic attitudes","","Overall, how satisfied are you with the way democracy works in [country]? Are you:","1=Not at all satisfied; 2=Not very satisfied; 3=Fairly satisfied; 4=Very satisfied; 0=[Country] is not a democracy; 9=Don't know","Verbatim from Zimbabwe R2 questionnaire Q29"
"w3","q47","dem_satisfaction","Democratic attitudes","","Overall, how satisfied are you with the way democracy works in [country]? Are you:","1=Not at all satisfied; 2=Not very satisfied; 3=Fairly satisfied; 4=Very satisfied; 0=[Country] is not a democracy; 9=Don't know","Verbatim from Botswana R3 questionnaire Q47"
"w4","Q43","dem_satisfaction","Democratic attitudes","","Overall, how satisfied are you with the way democracy works in [country]? Are you:","1=Not at all satisfied; 2=Not very satisfied; 3=Fairly satisfied; 4=Very satisfied; 0=[Country] is not a democracy; 9=Don't know","Verbatim from Zimbabwe R4 questionnaire Q43"
"w5","Q43","dem_satisfaction","Democratic attitudes","","Overall, how satisfied are you with the way democracy works in [country]? Are you:","1=Not at all satisfied; 2=Not very satisfied; 3=Fairly satisfied; 4=Very satisfied; 0=[Country] is not a democracy; 9=Don't know","Verbatim from Ethiopia R5 questionnaire (standard wording)"
"w6","Q41","dem_satisfaction","Democratic attitudes","","Overall, how satisfied are you with the way democracy works in [country]? Are you:","1=Not at all satisfied; 2=Not very satisfied; 3=Fairly satisfied; 4=Very satisfied; 0=[Country] is not a democracy; 9=Don't know","Verbatim from Mozambique R6 questionnaire (standard wording)"
"w7","Q36","dem_satisfaction","Democratic attitudes","","Overall, how satisfied are you with the way democracy works in [country]? Are you:","1=Not at all satisfied; 2=Not very satisfied; 3=Fairly satisfied; 4=Very satisfied; 0=[Country] is not a democracy; 9=Don't know","Verbatim from Tunisia R7 questionnaire (standard wording)"
"w8","Q37","dem_satisfaction","Democratic attitudes","","Overall, how satisfied are you with the way democracy works in [country]? Are you:","1=Not at all satisfied; 2=Not very satisfied; 3=Fairly satisfied; 4=Very satisfied; 0=[Country] is not a democracy; 9=Don't know","Verbatim from Zimbabwe R8 questionnaire (standard wording)"
"w9","Q31","dem_satisfaction","Democratic attitudes","","Overall, how satisfied are you with the way democracy works in [country]? Are you:","1=Not at all satisfied?; 2=Not very satisfied?; 3=Fairly satisfied; 4=Very satisfied; 0=[Country] is not a democracy; 9=Don't know","Verbatim from Ethiopia R9 questionnaire Q31"
"w1","","dem_solves_problems","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w2","","dem_solves_problems","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w3","","dem_solves_problems","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w4","","dem_solves_problems","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w5","","dem_solves_problems","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w6","","dem_solves_problems","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w7","","dem_solves_problems","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w8","","dem_solves_problems","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w9","","dem_solves_problems","Democratic attitudes","","","","Not included in Afrobarometer (no equivalent item)"
"w1","supdem","dem_support_preferable","Democratic attitudes","","Which of these three statements is closest to your own opinion? A. Democracy is preferable to any other kind of government. B. In some circumstances, a non-democratic government can be preferable. C. For someone like me, it doesn't matter what kind of government we have.","1=Democracy is preferable; 2=Non-democratic sometimes preferable; 3=Doesn't matter","Verbatim from Malawi R1 codebook. R1 uses different coding: 1=A strongly, 2=A somewhat, 3=B somewhat, 4=B strongly, 5=Don't know, 6=Do not agree with either. Harmonized via recode_afro_dem_pref_r1"
"w2","q38","dem_support_preferable","Democratic attitudes","","Which of these three statements is closest to your own opinion?","3=Statement A: Democracy is preferable to any other kind of government; 2=Statement B: In some circumstances a non-democratic government can be preferable; 1=Statement C: For someone like me it doesn't matter what kind of government we have; 9=Don't know","Verbatim from Zimbabwe R2 questionnaire Q27. Note coding: 3=democracy preferable (reversed from R9 coding)"
"w3","q37","dem_support_preferable","Democratic attitudes","","Which of these three statements is closest to your own opinion?","3=Statement A: Democracy is preferable to any other kind of government; 2=Statement B: In some circumstances a non-democratic government can be preferable; 1=Statement C: For someone like me it doesn't matter what kind of government we have; 9=Don't know","Verbatim from Botswana R3 questionnaire Q37"
"w4","Q30","dem_support_preferable","Democratic attitudes","","Which of these three statements is closest to your own opinion?","3=Statement 1: Democracy is preferable to any other kind of government; 2=Statement 2: In some circumstances a non-democratic government can be preferable; 1=Statement 3: For someone like me it doesn't matter what kind of government we have; 9=Don't know","Verbatim from Zimbabwe R4 questionnaire Q30"
"w5","Q32","dem_support_preferable","Democratic attitudes","","Which of these three statements is closest to your own opinion?","3=Statement 1: Democracy is preferable to any other kind of government; 2=Statement 2: In some circumstances a non-democratic government can be preferable; 1=Statement 3: For someone like me it doesn't matter what kind of government we have; 9=Don't know","Verbatim from Ethiopia R5 questionnaire (standard wording)"
"w6","Q30","dem_support_preferable","Democratic attitudes","","Which of these three statements is closest to your own opinion?","3=Statement 1: Democracy is preferable to any other kind of government; 2=Statement 2: In some circumstances a non-democratic government can be preferable; 1=Statement 3: For someone like me it doesn't matter what kind of government we have; 9=Don't know","Verbatim from Mozambique R6 questionnaire (standard wording)"
"w7","Q28","dem_support_preferable","Democratic attitudes","","Which of these three statements is closest to your own opinion?","3=Statement 1: Democracy is preferable to any other kind of government; 2=Statement 2: In some circumstances a non-democratic government can be preferable; 1=Statement 3: For someone like me it doesn't matter what kind of government we have; 9=Don't know","Verbatim from Tunisia R7 questionnaire (standard wording)"
"w8","Q21","dem_support_preferable","Democratic attitudes","","Which of these three statements is closest to your own opinion?","3=Statement 1: Democracy is preferable to any other kind of government; 2=Statement 2: In some circumstances a non-democratic government can be preferable; 1=Statement 3: For someone like me it doesn't matter what kind of government we have; 9=Don't know","Verbatim from Zimbabwe R8 questionnaire (standard wording)"
"w9","Q23","dem_support_preferable","Democratic attitudes","","Which of these three statements is closest to your own opinion?","3=Statement 1: Democracy is preferable to any other kind of government; 2=Statement 2: In some circumstances a non-democratic government can be preferable; 1=Statement 3: For someone like me it doesn't matter what kind of government we have; 9=Don't know","Verbatim from Ethiopia R9 questionnaire Q23"
"w1","","econ_living_conditions","Economic evaluations","","In general, how would you describe: Your own present living conditions?","1=Very bad; 2=Fairly bad; 3=Neither good nor bad; 4=Fairly good; 5=Very good","Not included in this wave (R1 asked about economic satisfaction but in different format)"
"w2","q1b","econ_living_conditions","Economic evaluations","In general, how would you describe:","B. Your own present living conditions?","1=Very bad; 2=Fairly bad; 3=Neither good nor bad; 4=Fairly good; 5=Very good; 9=Don't know","Verbatim from Zimbabwe R2 questionnaire Q1B"
"w3","q4b","econ_living_conditions","Economic evaluations","In general, how would you describe:","B. Your own present living conditions?","1=Very bad; 2=Fairly bad; 3=Neither good nor bad; 4=Fairly good; 5=Very good; 9=Don't know","Verbatim from Botswana R3 questionnaire Q4B"
"w4","Q4B","econ_living_conditions","Economic evaluations","In general, how would you describe:","B. Your own present living conditions?","1=Very bad; 2=Fairly bad; 3=Neither good nor bad; 4=Fairly good; 5=Very good; 9=Don't know","Verbatim from Zimbabwe R4 questionnaire Q4B"
"w5","Q3B","econ_living_conditions","Economic evaluations","In general, how would you describe:","B. Your own present living conditions?","1=Very bad; 2=Fairly bad; 3=Neither good nor bad; 4=Fairly good; 5=Very good; 9=Don't know","Verbatim from Ethiopia R5 questionnaire (standard wording)"
